🕘️更新时间,#genre#
CCTV-5,http://58.17.48.228:808/hls/5/index.m3u8
CCTV-5,http://58.19.43.46:9901/tsfile/live/1024_1.m3u8
CCTV-5+,http://php.jdshipin.com:8880/cqyx.php?id=CCTV5SPORTHD
CCTV-5+,http://z.b.bkpcp.top/m.php?id=cctv5p⁭
CCTV-5+,http://goo.bkpcp.top/mg/cctv5p
CCTV-5+,http://106.46.114.147:8011/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5+,http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8
CCTV-5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8
CCTV-5+,http://39.170.52.236:808/hls/18/index.m3u8
CCTV-5+,http://60.223.224.176:8888/newlive/live/hls/7/live.m3u8
CCTV-5+,http://58.221.214.82:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://zjzcf.synology.me:35455/gaoma/cctv5p.m3u8
CCTV-6,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010
CCTV-6,http://106.46.114.147:8011/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6,http://113.140.12.230:8888/newlive/live/hls/7/live.m3u8
CCTV-6,http://219.135.180.210:18888/hls/6/index.m3u8
CCTV-6,http://110.53.52.63:8888/newlive/live/hls/8/live.m3u8
CCTV-6,https://api.olelive.com/dis/live/CCTV6HD/hls.m3u8
CCTV-6,http://58.17.48.228:808/hls/6/index.m3u8
CCTV-6,http://58.19.43.46:9901/tsfile/live/1025_1.m3u8
CCTV-6,http://39.170.52.236:808/hls/6/index.m3u8
CCTV-6,http://60.223.224.176:8888/newlive/live/hls/8/live.m3u8
CCTV-7,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733
CCTV-7,http://goo.bkpcp.top/mg/CCTV7
CCTV-7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://106.46.114.147:8011/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://58.243.224.244:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV-7,http://113.140.12.230:8888/newlive/live/hls/8/live.m3u8
CCTV-7,http://219.135.180.210:18888/hls/7/index.m3u8
CCTV-7,http://110.53.52.63:8888/newlive/live/hls/9/live.m3u8
CCTV-8,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226008
CCTV-8,http://112.46.85.60:8009/hls/8/index.m3u8
CCTV-8,http://113.140.12.230:8888/newlive/live/hls/9/live.m3u8
CCTV-8,http://219.135.180.210:18888/hls/8/index.m3u8
CCTV-8,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8
CCTV-8,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8
CCTV-8,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
CCTV-8,http://39.170.52.236:808/hls/8/index.m3u8
CCTV-8,http://60.223.224.176:8888/newlive/live/hls/10/live.m3u8?
CCTV-9,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225734
CCTV-9,http://106.46.114.147:8011/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,http://58.243.224.244:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,http://112.46.85.60:8009/hls/509/index.m3u8
CCTV-9,http://219.135.180.210:18888/hls/9/index.m3u8
CCTV-9,http://110.53.52.63:8888/newlive/live/hls/11/live.m3u8
CCTV-9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8
CCTV-9,http://58.17.48.228:808/hls/9/index.m3u8
CCTV-9,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8
CCTV-9,http://39.170.52.236:808/hls/9/index.m3u8
CCTV-10,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225730
CCTV-10,http://z.b.bkpcp.top/m.php?id=CCTV-10科教科教
CCTV-10,http://goo.bkpcp.top/mg/CCTV-10科教科教
CCTV-10,http://106.46.114.147:8011/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://58.243.224.244:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,http://113.140.12.230:8888/newlive/live/hls/11/live.m3u8
CCTV-10,http://219.135.180.210:18888/hls/10/index.m3u8
CCTV-10,http://110.53.52.63:8888/newlive/live/hls/12/live.m3u8
CCTV-10,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8
CCTV-10,http://58.17.48.228:808/hls/10/index.m3u8
CCTV-11,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565
CCTV-11,http://z.b.bkpcp.top/m.php?id=CCTV-11戏曲戏曲
CCTV-11,http://goo.bkpcp.top/mg/CCTV-11戏曲戏曲
CCTV-11,http://106.46.114.147:8011/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://58.243.224.244:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV-11,http://113.140.12.230:8888/newlive/live/hls/12/live.m3u8
CCTV-11,http://219.135.180.210:18888/hls/11/index.m3u8
CCTV-11,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8
CCTV-11,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8
CCTV-12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731
CCTV-12,http://z.b.bkpcp.top/m.php?id=CCTV-12社会与法社会与法
CCTV-12,http://goo.bkpcp.top/mg/CCTV12
CCTV-12,http://106.46.114.147:8011/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://58.243.224.244:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV-12,http://113.140.12.230:8888/newlive/live/hls/13/live.m3u8
CCTV-12,http://219.135.180.210:18888/hls/12/index.m3u8
CCTV-12,http://110.53.52.63:8888/newlive/live/hls/14/live.m3u8
CCTV-12,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8
CCTV-13,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226011
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,http://219.135.180.210:18888/hls/13/index.m3u8
CCTV-13,http://110.53.52.63:8888/newlive/live/hls/15/live.m3u8
CCTV-13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
CCTV-13,http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://183.131.246.250:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.19.43.46:9901/tsfile/live/1032_1.m3u8
CCTV-13,http://39.170.52.236:808/hls/13/index.m3u8
CCTV-13,http://60.223.224.176:8888/newlive/live/hls/15/live.m3u8?
CCTV-14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV-14,http://goo.bkpcp.top/mg/CCTV-14少儿少儿少儿
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,http://106.46.114.147:8011/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://58.243.224.244:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,http://113.140.12.230:8888/newlive/live/hls/14/live.m3u8
CCTV-14,http://219.135.180.210:18888/hls/14/index.m3u8
CCTV-14,http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8
CCTV-14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8
CCTV-14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV-15,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226476
CCTV-15,http://goo.bkpcp.top/mg/CCTV-15音乐音乐
CCTV-15,http://106.46.114.147:8011/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://58.243.224.244:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://219.135.180.210:18888/hls/15/index.m3u8
CCTV-15,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8
CCTV-15,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8
CCTV-15,http://60.223.224.176:8888/newlive/live/hls/17/live.m3u8?
CCTV-15,http://58.221.214.82:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://php.jdshipin.com:8880/bst2.php?id=cctv16hd4k/15000000
CCTV-16,http://goo.bkpcp.top/mg/cctv16
CCTV-16,http://219.135.180.210:18888/hls/31/index.m3u8
CCTV-16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://39.170.52.236:808/hls/16/index.m3u8
CCTV-16,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://119.123.178.255:8086/hls/17/index.m3u8
CCTV-16,http://xiaoya.crccxw.top:35455/gaoma/cctv16.m3u8
CCTV-16,http://115.159.35.169:35455/gaoma/cctv16.m3u8
CCTV-17,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV-17,http://58.243.224.244:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-17,http://219.135.180.210:18888/hls/24/index.m3u8
CCTV-17,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8
CCTV-17,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8
CCTV-17,http://39.170.52.236:808/hls/17/index.m3u8
CCTV-17,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://xiaoya.crccxw.top:35455/gaoma/cctv17.m3u8
CCTV-17,http://115.159.35.169:35455/gaoma/cctv17.m3u8
CCTV-17,http://huashetou.fun:35455/gaoma/cctv17.m3u8
CETV1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
CETV1,http://3501776.xyz:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV1,http://139.129.231.228:50060/rtp/239.21.2.7:5002
CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CETV2,http://3501776.xyz:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
CETV2,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV2,http://139.129.231.228:50060/rtp/239.21.2.8:5002
CETV2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CETV4,http://3501776.xyz:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV4,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV4,http://139.129.231.228:50060/rtp/239.21.1.222:5002
CETV4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8

📡卫视频道,#genre#
广东卫视,http://php.jdshipin.com:8880/cqyx.php?id=GUANGDONGHD
广东卫视,http://goo.bkpcp.top/mg/gdws
广东卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gdws
广东卫视,http://106.46.114.147:8011/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=gdws
广东卫视,http://58.243.224.244:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8
广东卫视,http://120.198.95.220:9901/tsfile/live/1006_1.m3u8?key=txiptv
广东卫视,http://58.19.43.46:9901/tsfile/live/1039_1.m3u8
广东卫视,http://60.223.224.176:8888/newlive/live/hls/48/live.m3u8?
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8
香港卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
浙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
浙江卫视,http://php.jdshipin.com:8880/cqyx.php?id=ZHEJIANGHD
浙江卫视,http://z.b.bkpcp.top/m.php?id=zjws
浙江卫视,http://goo.bkpcp.top/mg/zjws
浙江卫视,http://zwebl02.cztv.com/live/channel011080P.m3u8?auth_key=2524708799-0-0-9a1229d8b9d311024ebea08c3fb1d63f
浙江卫视,http://106.46.114.147:8011/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://150.158.112.123/php/dl.php?id=浙江卫视
浙江卫视,http://58.243.224.244:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://112.46.85.60:8009/hls/34/index.m3u8
浙江卫视,http://110.53.52.63:8888/newlive/live/hls/23/live.m3u8
湖南卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
湖南卫视,http://php.jdshipin.com:8880/cqyx.php?id=HUNANHD
湖南卫视,http://106.46.114.147:8011/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://58.243.224.244:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://110.53.52.63:8888/newlive/live/hls/22/live.m3u8
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8
湖南卫视,http://58.19.43.46:9901/tsfile/live/1036_1.m3u8
湖南卫视,http://60.223.224.176:8888/newlive/live/hls/22/live.m3u8?
湖南卫视,http://58.221.214.82:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://36.105.100.208:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
北京卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
北京卫视,http://php.jdshipin.com:8880/cqyx.php?id=BEIJINGHD
北京卫视,http://z.b.bkpcp.top/m.php?id=bjws
北京卫视,http://106.46.114.147:8011/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://58.243.224.244:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
北京卫视,http://60.223.224.176:8888/newlive/live/hls/18/live.m3u8
北京卫视,http://58.221.214.82:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://115.149.139.141:10000/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
湖北卫视,http://php.jdshipin.com:8880/cqyx.php?id=HUBEISD
湖北卫视,http://106.46.114.147:8011/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://58.243.224.244:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8
湖北卫视,http://110.53.52.63:8888/newlive/live/hls/33/live.m3u8
湖北卫视,http://183.131.246.250:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://58.19.43.46:9901/tsfile/live/1044_1.m3u8
湖北卫视,http://60.223.224.176:8888/newlive/live/hls/33/live.m3u8?
湖北卫视,http://58.221.214.82:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
黑龙江卫视,http://php.jdshipin.com:8880/cqyx.php?id=HEILONGJIANGHD
黑龙江卫视,http://z.b.bkpcp.top/m.php?id=hljws
黑龙江卫视,http://58.243.224.244:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://113.140.12.230:8888/newlive/live/hls/42/live.m3u8
黑龙江卫视,http://110.53.52.63:8888/newlive/live/hls/44/live.m3u8
黑龙江卫视,http://183.131.246.250:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8
黑龙江卫视,http://60.223.224.176:8888/newlive/live/hls/44/live.m3u8?
黑龙江卫视,http://115.149.139.141:10000/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://php.jdshipin.com:8880/cqyx.php?id=ANHUISD
安徽卫视,http://z.b.bkpcp.top/m.php?id=ahws
安徽卫视,http://106.46.114.147:8011/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://43.129.81.169/live.ahsx.ahtv.cn/live/ahwssx.m3u8
安徽卫视,http://58.243.224.244:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://110.53.52.63:8888/newlive/live/hls/24/live.m3u8
安徽卫视,http://183.131.246.250:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://58.19.43.46:9901/tsfile/live/1040_1.m3u8
安徽卫视,http://60.223.224.176:8888/newlive/live/hls/24/live.m3u8?
安徽卫视,http://58.221.214.82:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://php.jdshipin.com:8880/cqyx.php?id=CHONGQINGHD
重庆卫视,http://z.b.bkpcp.top/m.php?id=cqws
重庆卫视,http://goo.bkpcp.top/mg/cqws
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
重庆卫视,http://110.53.52.63:8888/newlive/live/hls/30/live.m3u8
重庆卫视,http://183.131.246.250:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8
重庆卫视,http://60.223.224.176:8888/newlive/live/hls/30/live.m3u8?
重庆卫视,http://36.105.100.208:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
重庆卫视,http://3501776.xyz:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
东方卫视,http://php.jdshipin.com:8880/cqyx.php?id=SHANGHAIHD
东方卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=dfws
东方卫视,http://58.243.224.244:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
东方卫视,http://110.53.52.63:8888/newlive/live/hls/19/live.m3u8
东方卫视,http://58.19.43.46:9901/tsfile/live/1035_1.m3u8
东方卫视,http://60.223.224.176:8888/newlive/live/hls/19/live.m3u8?
东方卫视,http://58.221.214.82:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://115.149.139.141:10000/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://php.jdshipin.com:8880/cqyx.php?id=DONGNANHD
东南卫视,http://nctv.top/IDOEPpiryt/fjtv.php?id=5
东南卫视,http://106.46.114.147:8011/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8
东南卫视,http://183.131.246.250:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8
东南卫视,http://60.223.224.176:8888/newlive/live/hls/49/live.m3u8
东南卫视,http://58.221.214.82:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://115.149.139.141:10001/tsfile/live/1035_1.m3u8?blog.ntnas.top
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4.flv
甘肃卫视,http://z.b.bkpcp.top/m.php?id=gsws
甘肃卫视,http://goo.bkpcp.top/mg/gsws
甘肃卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gsws
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
甘肃卫视,http://58.243.224.244:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8
甘肃卫视,http://60.223.224.176:8888/newlive/live/hls/35/live.m3u8?
甘肃卫视,http://36.105.100.208:35455/itv/5000000011000031121.m3u8?cdn=bestzb
广西卫视,http://php.jdshipin.com:8880/cqyx.php?id=GUANGXIHD
广西卫视,http://z.b.bkpcp.top/m.php?id=gxws
广西卫视,http://106.46.114.147:8011/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://43.129.81.169/9bwaz8y2.gzstv.com/live/CH01_lo.m3u8
广西卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gxws
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
广西卫视,https://mobilelive.gxtv.cn/live/gx_live1004/playlist.m3u8
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8
广西卫视,http://60.223.224.176:8888/newlive/live/hls/25/live.m3u8?
贵州卫视,http://php.jdshipin.com:8880/cqyx.php?id=GUIZHOUHD
贵州卫视,http://z.b.bkpcp.top/m.php?id=gzws
贵州卫视,http://goo.bkpcp.top/mg/gzws
贵州卫视,http://106.46.114.147:8011/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://43.129.81.169/9bwaz8y2.gzstv.com/live/CH01_lo.m3u8
贵州卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gzws
